Country Name,"Country Code","Series Name","Series Code","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2022 [YR2022]","2023 [YR2023]"
American Samoa,"ASM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","NA","NA","NA","NA","NA"
American Samoa,"ASM","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","NA","NA","NA","NA","NA"
American Samoa,"ASM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","6.92339918062073","6.98174556652016","6.72853173807719","NA","NA"
American Samoa,"ASM","Control of Corruption: Estimate","CC.EST","1.76228725910187","1.78064966201782","1.78022909164429","1.27027237415314","1.25135612487793"
Andorra,"AND","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","NA","NA","NA","NA","NA"
Andorra,"AND","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","63239.6577711911","63048.5985572834","63215.899791913","63913.3835079105","64631.2963909271"
Andorra,"AND","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","3714.86521282625","4044.91687402188","4098.70463660706","NA","NA"
Andorra,"AND","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","NA","NA","NA","25.0400009155273","NA"
Andorra,"AND","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","10.0219190390452","9.89580638748632","9.01087465277866","NA","NA"
Andorra,"AND","Control of Corruption: Estimate","CC.EST","1.17178130149841","1.17894005775452","1.17618942260742","1.27027237415314","1.25135612487793"
Angola,"AGO","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","61.68","62.144","62.448","61.929","NA"
Angola,"AGO","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","9042.11712940232","8620.21466424389","8274.54256174643","7397.48642731105","7244.89305295156"
Angola,"AGO","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","201.436400287598","182.326688936557","173.143692510886","NA","NA"
Angola,"AGO","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","NA","NA","0.0883481949567795","NA","NA"
Angola,"AGO","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","23.9591508117097","24.2650153621146","24.5988113283925","NA","NA"
Angola,"AGO","Control of Corruption: Estimate","CC.EST","-1.44517171382904","-1.19948387145996","-1.05461812019348","-0.612375736236572","-0.60992020368576"
Antigua and Barbuda,"ATG","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","78.268","78.511","78.691","79.236","NA"
Antigua and Barbuda,"ATG","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","27143.0416282234","28884.1201297316","29636.8924377024","28033.1307782063","28967.2556775267"
Antigua and Barbuda,"ATG","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","1013.02633305997","1096.42250587857","1050.43280682188","NA","NA"
Antigua and Barbuda,"ATG","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","NA","NA","NA","NA","NA"
Antigua and Barbuda,"ATG","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","19.0159494088973","18.9233007168875","19.0584631585727","NA","NA"
Antigua and Barbuda,"ATG","Control of Corruption: Estimate","CC.EST","0.197911337018013","0.236501798033714","0.239614844322205","0.310727566480637","0.326792687177658"
Arab World,"ARB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","71.3208697263729","71.4885385070567","71.6884184364112","71.0781699371824","NA"
Arab World,"ARB","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","16054.9758759011","16226.424043005","16263.113001947","16194.4869763763","16028.4157837409"
Arab World,"ARB","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","860.888103901491","815.855787261754","834.473390982967","NA","NA"
Arab World,"ARB","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","NA","NA","NA","NA","NA"
Arab World,"ARB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","44.2491913615177","46.3463472893316","44.547409419695","NA","NA"
Arab World,"ARB","Control of Corruption: Estimate","CC.EST","NA","NA","NA","NA","NA"
Argentina,"ARG","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","76.833","76.999","77.284","76.064","NA"
Argentina,"ARG","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","28334.904184742","27367.115094108","26629.5529419501","27627.9634764636","27104.9799978169"
Argentina,"ARG","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","2413.8600637696","2401.31901274169","2346.18668837546","NA","NA"
Argentina,"ARG","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","NA","NA","NA","NA","NA"
Argentina,"ARG","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","13.9690174802422","14.1850800443346","14.3996238920365","NA","NA"
Argentina,"ARG","Control of Corruption: Estimate","CC.EST","-0.309002459049225","-0.0992739275097847","-0.107116244733334","-0.447221606969833","-0.360883951187134"
Armenia,"ARM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","74.906","75.064","75.439","73.372","NA"
Armenia,"ARM","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","14243.8749003795","15037.0452420712","16215.3607965094","17886.1783877168","19230.1899296884"
Armenia,"ARM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","1296","1355","1698","NA","NA"
Armenia,"ARM","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","24.3799991607666","24.2692451477051","27.4885902404785","28.2912654876709","NA"
Armenia,"ARM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","34.0153569947094","34.201366074335","32.6618235324139","NA","NA"
Armenia,"ARM","Control of Corruption: Estimate","CC.EST","-0.637015163898468","-0.409369438886642","-0.227039858698845","0.0279071740806103","0.0583996474742889"
Aruba,"ABW","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","75.903","76.072","76.248","74.992","NA"
Aruba,"ABW","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","38558.0045581753","39419.5553476692","38435.4269132506","38877.6744362842","40516.8085633136"
Aruba,"ABW","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","NA","NA","NA","NA","NA"
Aruba,"ABW","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","NA","NA","NA","NA","NA"
Aruba,"ABW","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","NA","NA","NA","NA","NA"
Aruba,"ABW","Control of Corruption: Estimate","CC.EST","1.23961400985718","1.20740139484406","1.17443084716797","0.756486594676971","0.709075331687927"
Australia,"AUS","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","82.5","82.7487804878049","82.9","83.2","NA"
Australia,"AUS","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","56648.8086593728","57414.0582294386","57800.493403797","59845.7858045434","60408.9433675784"
Australia,"AUS","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","5133.73032477183","5331.50783540381","5390.86315420617","NA","NA"
Australia,"AUS","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","31.3899993896484","31.75","33.0900001525879","36.8400001525879","35.764835357666"
Australia,"AUS","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","7.4285359593217","7.74121920379958","9.33099031566264","NA","NA"
Australia,"AUS","Control of Corruption: Estimate","CC.EST","1.75297474861145","1.7674548625946","1.78807365894318","1.76436710357666","1.78120493888855"
Austria,"AUT","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","81.6439024390244","81.6926829268293","81.8951219512195","81.0926829268293","NA"
Austria,"AUT","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","62555.6934724317","63798.2138732413","64629.8257818257","65602.2565334818","64336.037528916"
Austria,"AUT","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","5641","5905","6276","NA","NA"
Austria,"AUT","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","14.25","14.7956075668335","15.3599996566772","NA","NA"
Austria,"AUT","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","12.1557592255042","12.5861934480679","11.4645937760057","NA","NA"
Austria,"AUT","Control of Corruption: Estimate","CC.EST","1.50082015991211","1.56858718395233","1.52132439613342","1.25858676433563","1.1336532831192"
Azerbaijan,"AZE","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","72.248","72.76","73.102","73.488","NA"
Azerbaijan,"AZE","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","19675.9598908264","19798.8335387146","20122.7128524509","21051.2687619289","21262.2979971542"
Azerbaijan,"AZE","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","563","546","617","NA","NA"
Azerbaijan,"AZE","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","15.7200002670288","15.7299995422363","15.7200002670288","17.6716747283936","17.6700000762939"
Azerbaijan,"AZE","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","23.2421881518978","23.2360923544978","22.023834941184","NA","NA"
Azerbaijan,"AZE","Control of Corruption: Estimate","CC.EST","-0.906532645225525","-0.853233695030212","-0.849681973457336","-1.04090738296509","-1.19547140598297"
"Bahamas, The","BHS","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","73.632","73.806","71.205","74.358","NA"
"Bahamas, The","BHS","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","32442.7229938499","33106.6940523959","32495.3338730491","32408.7118597651","33105.603858971"
"Bahamas, The","BHS","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","2303.22401001456","2127.7530445931","2133.82742484082","NA","NA"
"Bahamas, The","BHS","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","NA","NA","NA","NA","NA"
"Bahamas, The","BHS","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","18.3612464143857","18.5796799431178","18.5659528939643","NA","NA"
"Bahamas, The","BHS","Control of Corruption: Estimate","CC.EST","1.13497257232666","1.09605658054352","1.10229861736298","1.25644886493683","1.26691007614136"
Bahrain,"BHR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","79.689","79.857","80.019","79.246","NA"
Bahrain,"BHR","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","53859.7749589601","54893.0724411368","56749.9628370612","57465.1729784449","57213.0913557711"
Bahrain,"BHR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","2207.84807935975","2068.20130251699","2053.97756515122","NA","NA"
Bahrain,"BHR","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","14.3400001525879","21.6100006103516","NA","29.7800006866455","29.5799999237061"
Bahrain,"BHR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","61.237494601176","71.8872328410934","59.9655174851019","NA","NA"
Bahrain,"BHR","Control of Corruption: Estimate","CC.EST","-0.171065330505371","-0.176260635256767","-0.0380566231906414","0.139520317316055","0.177784815430641"
Bangladesh,"BGD","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","71.788","72.567","72.806","73.698","NA"
Bangladesh,"BGD","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","6005.70718781048","6392.59334024091","6838.32611608243","7888.16389098304","8242.39798977242"
Bangladesh,"BGD","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","114.354209635926","121.530411923175","128.638188479391","NA","NA"
Bangladesh,"BGD","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","8.97999954223633","9.35999965667725","9.76000022888184","7.57236766815186","NA"
Bangladesh,"BGD","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","58.3439766448258","59.513577848333","50.3645265388691","NA","NA"
Bangladesh,"BGD","Control of Corruption: Estimate","CC.EST","-0.858602941036224","-0.926822602748871","-1.017209649086","-1.07575178146362","-1.12086641788483"
Barbados,"BRB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","76.936","77.067","77.257","77.706","NA"
Barbados,"BRB","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","18740.3488338921","18484.6976381599","18572.509535997","18469.5765888638","19224.4621182944"
Barbados,"BRB","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","1076.86510938527","1055.22178095192","1025.89028065974","NA","NA"
Barbados,"BRB","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","NA","NA","NA","NA","NA"
Barbados,"BRB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","23.2878109296981","23.2651852221243","23.3255430894091","NA","NA"
Barbados,"BRB","Control of Corruption: Estimate","CC.EST","1.37613606452942","1.37170553207397","1.15904092788696","1.28473830223083","1.34458589553833"
Belarus,"BLR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","74.1292682926829","74.1756097560976","74.2268292682927","73.1114634146342","NA"
Belarus,"BLR","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","25503.9809859339","26363.4629821252","26798.8206427959","26537.5083074865","27718.3231175409"
Belarus,"BLR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","1030","1045","1147","NA","NA"
Belarus,"BLR","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","NA","NA","28.2999992370605","NA","NA"
Belarus,"BLR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","15.7775132293532","16.9825400264261","15.6177925850738","NA","NA"
Belarus,"BLR","Control of Corruption: Estimate","CC.EST","-0.241236239671707","-0.155491337180138","0.00689655169844627","-0.579731464385986","-0.665028035640717"
Belgium,"BEL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","81.4926829268293","81.5951219512195","81.9951219512195","81.6975609756098","NA"
Belgium,"BEL","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","58502.2552655238","59330.2315254643","60451.999688567","62668.9539715345","62876.2387717275"
Belgium,"BEL","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","5458.28053823334","5719.84628422139","6041.60189145965","NA","NA"
Belgium,"BEL","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","34.689998626709","35.2702827453613","35.2999992370605","39.385196685791","NA"
Belgium,"BEL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","12.7691577876359","12.4925874999047","11.2143791835506","NA","NA"
Belgium,"BEL","Control of Corruption: Estimate","CC.EST","1.40419495105743","1.42957329750061","1.44879794120789","1.49497354030609","1.3368444442749"
Belize,"BLZ","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","73.562","73.703","73.931","70.962","NA"
Belize,"BLZ","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","11574.452447147","11486.8029426009","11803.0879992669","12569.8179433088","12455.2960650024"
Belize,"BLZ","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","409.629852374111","427.606808264435","452.95365251189","NA","NA"
Belize,"BLZ","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","NA","NA","6.68530750274658","NA","NA"
Belize,"BLZ","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","26.1751165590281","26.7474102969967","26.1465334719171","NA","NA"
Belize,"BLZ","Control of Corruption: Estimate","CC.EST","-0.305546790361404","-0.169633418321609","-0.191255375742912","-0.23691363632679","-0.226113811135292"
Benin,"BEN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","59.856","60.14","60.454","59.954","NA"
Benin,"BEN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","3041.77929984989","3155.4510650627","3281.10470051465","3588.33525858047","3721.2245272339"
Benin,"BEN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","78.2788434548513","89.7733532777907","82.5422058683074","NA","NA"
Benin,"BEN","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","2.53311991691589","0","3.54480004310608","4.79155015945435","NA"
Benin,"BEN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","58.3879587239383","54.0562679352757","46.5625275293874","NA","NA"
Benin,"BEN","Control of Corruption: Estimate","CC.EST","-0.576484858989716","-0.391633450984955","-0.329359769821167","-0.0898572877049446","-0.0495794489979744"
Bermuda,"BMU","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","82.351","80.825","81.033","81.571","NA"
Bermuda,"BMU","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","95666.1631169636","94874.5782443817","94755.4328108431","98057.4470976206","98041.688720843"
Bermuda,"BMU","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","NA","NA","NA","NA","NA"
Bermuda,"BMU","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","NA","NA","NA","NA","NA"
Bermuda,"BMU","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","7.67124972072296","7.39756678060384","7.20679905172813","NA","NA"
Bermuda,"BMU","Control of Corruption: Estimate","CC.EST","1.17178130149841","1.17894005775452","1.17618942260742","1.27027237415314","1.25135612487793"
Bhutan,"BTN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","70.847","71.129","71.391","72.229","NA"
Bhutan,"BTN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","13482.3425253264","13854.8543922424","14555.1883979698","14061.3120213689","NA"
Bhutan,"BTN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","350.523670245191","364.33140357769","429.148495076067","NA","NA"
Bhutan,"BTN","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","10.1999998092651","NA","NA","NA","NA"
Bhutan,"BTN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","33.8115150358203","34.0838819368766","30.051897764158","NA","NA"
Bhutan,"BTN","Control of Corruption: Estimate","CC.EST","1.52572512626648","1.59020102024078","1.57229900360107","1.51478183269501","1.53142273426056"
Bolivia,"BOL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","67.701","67.748","67.841","64.928","NA"
Bolivia,"BOL","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","9642.81396069058","9907.0625569677","9985.23048827288","9681.70742674425","9843.97014174079"
Bolivia,"BOL","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","535.11279924394","572.471544838525","612.248239897842","NA","NA"
Bolivia,"BOL","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","14.1513919830322","14.3088550567627","24.7000007629395","16.893159866333","17.8769969940186"
Bolivia,"BOL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","26.5418633872389","25.1667590386614","24.4849924422413","NA","NA"
Bolivia,"BOL","Control of Corruption: Estimate","CC.EST","-0.701330721378326","-0.688641130924225","-0.781365752220154","-0.889700353145599","-0.838301062583923"
Bosnia and Herzegovina,"BIH","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","76.935","77.093","77.241","75.293","NA"
Bosnia and Herzegovina,"BIH","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","15541.0150248586","16334.4225054088","17014.3599695707","19280.8873000514","19829.2822572462"
Bosnia and Herzegovina,"BIH","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","1198","1297","1439","NA","NA"
Bosnia and Herzegovina,"BIH","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","7.18639755249023","7.75","6.99687480926514","12.289999961853","11.276029586792"
Bosnia and Herzegovina,"BIH","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","30.9018207776211","32.4989922059154","26.7157922521039","NA","NA"
Bosnia and Herzegovina,"BIH","Control of Corruption: Estimate","CC.EST","-0.554221451282501","-0.606174349784851","-0.647259771823883","-0.684315621852875","-0.581560015678406"
Botswana,"BWA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","66.753","65.422","65.464","65.913","NA"
Botswana,"BWA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","17352.9293381836","17824.9505251476","18106.0168508915","18648.1355964132","18846.2504612042"
Botswana,"BWA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","971.726376384013","925.313383058614","964.575894816817","NA","NA"
Botswana,"BWA","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","NA","NA","8.1895227432251","9.51717185974121","9.64603805541992"
Botswana,"BWA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","19.9663232166838","19.9110410814922","19.2035484352255","NA","NA"
